4186483,4053046,4193484,4034506
4537297,4655442,4788453,4788453
6006074,6145894,6285928,5938375
2286051,2251137,2251137,2510417
2793453,2849599,2680880,2510417
1708576,1655833,1798361,1798361
2457210,2543440,2680880,2510417
2645191,2543440,2680880,2510417
4094460,4053046,4193484,4034506
5604741,5543004,5687968,5938375
3943645,4053046,4193484,4034506
1565647,1655833,1798361,1798361
6378302,6445725,6285928,5938375
3182160,3147943,3312149,3312149
8607079,8557336,8700638,8700638
2191449,2251137,2251137,2510417
2355005,2251137,2251137,2510417
34443882,34357943,34195988,34003283
24201015,24159111,24274826,24274826
5378133,5239335,5239335,5239335
137269158,41012520,41012520,41012520
15376150,15470150,15351297,15351297
1534152,1655833,1798361,1798361
1425411,1367262,1314091,1314091
9240381,9159812,9287560,9399325
34665655,34627136,34627136,34627136
5352243,5239335,5239335,5239335
2883862,2849599,2680880,2510417
34222586,34357943,34195988,34003283
1588066,1655833,1798361,1798361
1562278,1655833,1798361,1798361
28875444,28961574,28823438,28862445
1373749,1367262,1314091,1314091
4988479,4940806,4788453,4788453
1899113,1944468,1798361,1798361
2422312,2543440,2680880,2510417
4328105,4349661,4193484,4034506
1844687,1944468,1798361,1798361
1233800,1367262,1314091,1314091
3347010,3458441,3312149,3312149
4012716,4053046,4193484,4034506
40551479,40646243,40806001,40874841
1054969,1123655,1314091,1314091
14229333,14256398,14256398,14541033
5598015,5543004,5687968,5938375
44277157,41012520,41012520,41012520
4245310,4349661,4193484,4034506
5718522,5850895,5687968,5938375
16656153,16642267,16788324,16547789
1851266,1944468,1798361,1798361
1881929,1944468,1798361,1798361
5057532,4940806,4788453,4788453
2529264,2543440,2680880,2510417
5344343,5239335,5239335,5239335
2411447,2543440,2680880,2510417
1891970,1944468,1798361,1798361
2550190,2543440,2680880,2510417
5291524,5239335,5239335,5239335
9562760,9474271,9287560,9399325
2177406,2251137,2251137,2510417
3896394,3747952,3747952,4034506
1727746,1655833,1798361,1798361
2120980,2251137,2251137,2510417
1918933,1944468,1798361,1798361
2442182,2543440,2680880,2510417
121961813,41012520,41012520,41012520
3135196,3147943,3312149,3312149
3767151,3747952,3747952,4034506
6026552,6145894,6285928,5938375
441582791,41012520,41012520,41012520
2523252,2543440,2680880,2510417
15539645,15470150,15351297,15351297
5111640,5239335,5239335,5239335
4281174,4349661,4193484,4034506
4628421,4655442,4788453,4788453
2166142,2251137,2251137,2510417
4160019,4053046,4193484,4034506
764882971,41012520,41012520,41012520
1949325,1944468,1798361,1798361
20556871,20540690,20704811,20704811
6098559,6145894,6285928,5938375
4123804,4053046,4193484,4034506
2306108,2251137,2251137,2510417
4938849,4940806,4788453,4788453
3048345,3147943,3312149,3312149
1971762,1944468,1798361,1798361
3620294,3747952,3747952,4034506
1616629,1655833,1798361,1798361
3480883,3458441,3312149,3312149
3816303,3747952,3747952,4034506
4183957,4053046,4193484,4034506
4551470,4655442,4788453,4788453
2352585,2251137,2251137,2510417
2233503,2251137,2251137,2510417
4915982,4940806,4788453,4788453
559900800,41012520,41012520,41012520
1625714,1655833,1798361,1798361
3283034,3147943,3312149,3312149
4591753,4655442,4788453,4788453
5951488,5850895,5687968,5938375
5918357,5850895,5687968,5938375
3953223,4053046,4193484,4034506
4134711,4053046,4193484,4034506
3273255,3147943,3312149,3312149
49080380,41012520,41012520,41012520
5259232,5239335,5239335,5239335
2742279,2849599,2680880,2510417
4298470,4349661,4193484,4034506
2341219,2251137,2251137,2510417
3199394,3147943,3312149,3312149
1288573,1367262,1314091,1314091
5858794,5850895,5687968,5938375
2448523,2543440,2680880,2510417
1356335,1367262,1314091,1314091
2424151,2543440,2680880,2510417
3268058,3147943,3312149,3312149
3436904,3458441,3312149,3312149
6125270,6145894,6285928,5938375
3537533,3458441,3312149,3312149
3956864,4053046,4193484,4034506
1516675,1655833,1798361,1798361
5728462,5850895,5687968,5938375
2600490,2543440,2680880,2510417
2984506,2849599,2680880,2510417
4573045,4655442,4788453,4788453
1188888,1123655,1314091,1314091
4180188,4053046,4193484,4034506
2841803,2849599,2680880,2510417
2583249,2543440,2680880,2510417
16351130,16340824,16186986,16547789
5050640,4940806,4788453,4788453
1758650,1655833,1798361,1798361
1861683,1944468,1798361,1798361
2410919,2543440,2680880,2510417
22392295,22349456,22242729,22100088
4301003,4349661,4193484,4034506
3234455,3147943,3312149,3312149
3183598,3147943,3312149,3312149
1826343,1944468,1798361,1798361
1619887,1655833,1798361,1798361
4558495,4655442,4788453,4788453
6761241,6745970,6745970,6745970
1699347,1655833,1798361,1798361
16753669,16642267,16788324,16547789
6166671,6145894,6285928,5938375
2172319,2251137,2251137,2510417
106795803,41012520,41012520,41012520
19227127,19320401,19176344,19176344
12908746,13045936,13155583,13068936
4526958,4655442,4788453,4788453
1907466,1944468,1798361,1798361
2016987,1944468,1798361,1798361
1809112,1944468,1798361,1798361
5298728,5239335,5239335,5239335
1151928,1123655,1314091,1314091
