1180631,1066240,1141473,1141473
5958346,5854132,5695173,5695173
5814729,5854132,5695173,5695173
11805012,11850772,11723195,11566708
3723878,3753612,3753612,3970683
1821927,1948261,1798781,1798781
2328360,2249391,2249391,2503218
3286551,3153384,3304515,3304515
1020659,1066240,1141473,1141473
6697057,6730529,6730529,6401384
2452355,2546699,2666230,2503218
4600082,4649416,4796587,4796587
10614887,10657813,10793756,10793756
1030409,1066240,1141473,1141473
24303863,24428756,24281048,24281048
1040448,1066240,1141473,1141473
1437525,1324276,1141473,1141473
1060948,1066240,1141473,1141473
19761426,19643880,19829023,19975808
2354453,2249391,2249391,2503218
5467982,5559873,5695173,5695173
1005301,1066240,1141473,1141473
3763403,3753612,3753612,3970683
12486191,12448739,12310912,12310912
114499738,67100943,67016724,67016724
1120675,1066240,1141473,1141473
1127123,1066240,1141473,1141473
3227302,3153384,3304515,3304515
2372215,2249391,2249391,2503218
3276673,3153384,3304515,3304515
118945978,67100943,67016724,67016724
12944110,13043179,13170151,13013327
3234370,3153384,3304515,3304515
1125439,1066240,1141473,1141473
1067360,1066240,1141473,1141473
101043942,67100943,67016724,67016724
2738179,2852440,2666230,2503218
9498326,9444014,9311907,9465425
1304908,1324276,1141473,1141473
3363352,3453517,3304515,3304515
46794492,46650641,46780845,46495351
1952247,1948261,1798781,1798781
26267831,26264685,26264685,26264685
4591468,4649416,4796587,4796587
1204241,1324276,1141473,1141473
1078073,1066240,1141473,1141473
1086249,1066240,1141473,1141473
22678121,22659140,22793716,22793716
1032282,1066240,1141473,1141473
1122595,1066240,1141473,1141473
1384489,1324276,1141473,1141473
1017548,1066240,1141473,1141473
2232144,2249391,2249391,2503218
3507138,3453517,3304515,3304515
1059602,1066240,1141473,1141473
1047864,1066240,1141473,1141473
20252912,20261651,20261651,19975808
5670156,5559873,5695173,5695173
8106724,8256380,8256380,7945011
4532429,4649416,4796587,4796587
7155927,7040205,7212913,7212913
1082150,1066240,1141473,1141473
1814840,1948261,1798781,1798781
62178680,62253098,62253098,62005510
18792154,18770994,18770994,18498863
1084992,1066240,1141473,1141473
41673182,41554250,41651946,41651946
5074187,4941528,4796587,4796587
1071577,1066240,1141473,1141473
44895843,44865082,44686313,44522288
1067371,1066240,1141473,1141473
112499964,67100943,67016724,67016724
1059935,1066240,1141473,1141473
14444477,14562058,14696365,14534657
1770653,1654038,1798781,1798781
87609085,67100943,67016724,67016724
53865043,53867674,53731627,53572225
