176356702,35521837,35521837,35521837
3313609,3447774,3285665,3285665
338278193,35521837,35521837,35521837
4728300,4649199,4785010,4785010
3724555,3748555,3748555,4018930
2551731,2555179,2705392,2553016
2791257,2849081,2705392,2553016
1950061,1940223,1777615,1777615
3669943,3748555,3748555,4018930
1838953,1940223,1777615,1777615
3244339,3142932,3285665,3285665
1004099,1107526,1275157,1275157
2738518,2849081,2705392,2553016
17232897,17242357,17242357,16986445
9796434,9747715,9747715,9469533
1215940,1353986,1275157,1275157
39751109,35521837,35521837,35521837
1382423,1353986,1275157,1275157
3380887,3447774,3285665,3285665
3929320,4048154,4190327,4018930
5003813,4947393,4785010,4785010
3458974,3447774,3285665,3285665
1543190,1643324,1777615,1777615
1319912,1353986,1275157,1275157
1758707,1643324,1777615,1777615
2751693,2849081,2705392,2553016
3257904,3142932,3285665,3285665
2244996,2244017,2244017,2553016
3450901,3447774,3285665,3285665
2328173,2244017,2244017,2553016
1010735,1107526,1275157,1275157
4930984,4947393,4785010,4785010
399710924,35521837,35521837,35521837
1809246,1940223,1777615,1777615
3300485,3447774,3285665,3285665
1437412,1353986,1275157,1275157
1421269,1353986,1275157,1275157
1762264,1643324,1777615,1777615
1482637,1353986,1275157,1275157
2518469,2555179,2705392,2553016
2842663,2849081,2705392,2553016
2283359,2244017,2244017,2553016
3714828,3748555,3748555,4018930
2735312,2849081,2705392,2553016
2222832,2244017,2244017,2553016
1166183,1107526,1275157,1275157
1467706,1353986,1275157,1275157
2710839,2849081,2705392,2553016
1204819,1353986,1275157,1275157
3645498,3748555,3748555,4018930
29322610,29259776,29259776,29021978
1109782,1107526,1275157,1275157
2466739,2555179,2705392,2553016
1444573,1353986,1275157,1275157
2073362,1940223,1777615,1777615
27286833,27135207,27372645,27592812
2704536,2849081,2705392,2553016
2293110,2244017,2244017,2553016
2567547,2555179,2705392,2553016
1151153,1107526,1275157,1275157
1210363,1353986,1275157,1275157
1348471,1353986,1275157,1275157
5268807,5247598,5247598,5247598
1646486,1643324,1777615,1777615
3072563,3142932,3285665,3285665
498318490,35521837,35521837,35521837
1916614,1940223,1777615,1777615
3838561,3748555,3748555,4018930
2286195,2244017,2244017,2553016
2332479,2244017,2244017,2553016
35908012,35521837,35521837,35424006
3441894,3447774,3285665,3285665
2387270,2244017,2244017,2553016
13729733,13641322,13813058,13813058
1411613,1353986,1275157,1275157
1658708,1643324,1777615,1777615
3134911,3142932,3285665,3285665
54435009,35521837,35521837,35521837
2969517,2849081,2705392,2553016
3575573,3447774,3285665,3285665
4999983,4947393,4785010,4785010
3530187,3447774,3285665,3285665
1135159,1107526,1275157,1275157
3221208,3142932,3285665,3285665
2682185,2555179,2705392,2553016
2120057,2244017,2244017,2553016
20587791,20548505,20678752,20678752
4714596,4649199,4785010,4785010
3489950,3447774,3285665,3285665
3178896,3142932,3285665,3285665
285005715,35521837,35521837,35521837
2111441,2244017,2244017,2553016
1838587,1940223,1777615,1777615
1288660,1353986,1275157,1275157
3721682,3748555,3748555,4018930
1401287,1353986,1275157,1275157
3872296,3748555,3748555,4018930
17071528,16897555,16805801,16986445
2055482,1940223,1777615,1777615
2249734,2244017,2244017,2553016
2705919,2849081,2705392,2553016
2640361,2555179,2705392,2553016
6980102,7053084,7155232,7155232
1430761,1353986,1275157,1275157
3451717,3447774,3285665,3285665
4881680,4947393,4785010,4785010
2985543,2849081,2705392,2553016
2935866,2849081,2705392,2553016
1039342,1107526,1275157,1275157
3385045,3447774,3285665,3285665
2010617,1940223,1777615,1777615
4017399,4048154,4190327,4018930
1818141,1940223,1777615,1777615
49184445,35521837,35521837,35521837
3991497,4048154,4190327,4018930
1898026,1940223,1777615,1777615
2013013,1940223,1777615,1777615
2498907,2555179,2705392,2553016
2831581,2849081,2705392,2553016
5229125,5247598,5247598,5247598
4592259,4649199,4785010,4785010
2090551,1940223,1777615,1777615
4610138,4649199,4785010,4785010
2209996,2244017,2244017,2553016
1807012,1940223,1777615,1777615
1838831,1940223,1777615,1777615
2005012,1940223,1777615,1777615
2802915,2849081,2705392,2553016
1654912,1643324,1777615,1777615
1519455,1643324,1777615,1777615
1112354,1107526,1275157,1275157
1508331,1643324,1777615,1777615
2664561,2555179,2705392,2553016
3640648,3748555,3748555,4018930
4927174,4947393,4785010,4785010
2155459,2244017,2244017,2553016
1571541,1643324,1777615,1777615
1523383,1643324,1777615,1777615
3775376,3748555,3748555,4018930
5108274,5247598,5247598,5247598
1982390,1940223,1777615,1777615
1103768,1107526,1275157,1275157
4116729,4048154,4190327,4018930
3511917,3447774,3285665,3285665
3707108,3748555,3748555,4018930
1100020,1107526,1275157,1275157
5540850,5547762,5651911,5804425
2968782,2849081,2705392,2553016
5191321,5247598,5247598,5247598
106302331,35521837,35521837,35521837
2215492,2244017,2244017,2553016
3226604,3142932,3285665,3285665
1602193,1643324,1777615,1777615
1327577,1353986,1275157,1275157
1330181,1353986,1275157,1275157
2169273,2244017,2244017,2553016
1939417,1940223,1777615,1777615
1299366,1353986,1275157,1275157
1304084,1353986,1275157,1275157
33806273,33759755,33759755,33924714
54899800,35521837,35521837,35521837
1354831,1353986,1275157,1275157
1179766,1107526,1275157,1275157
1886051,1940223,1777615,1777615
6373707,6442749,6274420,5804425
1323436,1353986,1275157,1275157
3716766,3748555,3748555,4018930
1519936,1643324,1777615,1777615
1075754,1107526,1275157,1275157
4541509,4649199,4785010,4785010
2634027,2555179,2705392,2553016
2735509,2849081,2705392,2553016
2413990,2555179,2705392,2553016
2481982,2555179,2705392,2553016
4454302,4346267,4190327,4018930
5076850,4947393,4785010,4785010
1509791,1643324,1777615,1777615
1627131,1643324,1777615,1777615
1269019,1353986,1275157,1275157
2070308,1940223,1777615,1777615
2985044,2849081,2705392,2553016
2770873,2849081,2705392,2553016
5406176,5547762,5651911,5804425
1570914,1643324,1777615,1777615
1898099,1940223,1777615,1777615
5774026,5836320,5651911,5804425
1207342,1353986,1275157,1275157
1862134,1940223,1777615,1777615
19769666,19677595,19809989,19963255
2973970,2849081,2705392,2553016
1406122,1353986,1275157,1275157
4367847,4346267,4190327,4018930
2216048,2244017,2244017,2553016
1687719,1643324,1777615,1777615
5175486,5247598,5247598,5247598
104722295,35521837,35521837,35521837
1826506,1940223,1777615,1777615
10678770,10660539,10846173,10846173
3976265,4048154,4190327,4018930
2259728,2244017,2244017,2553016
1579192,1643324,1777615,1777615
3666069,3748555,3748555,4018930
4537958,4649199,4785010,4785010
3230432,3142932,3285665,3285665
1440360,1353986,1275157,1275157
3044978,3142932,3285665,3285665
1561465,1643324,1777615,1777615
1799085,1643324,1777615,1777615
3090670,3142932,3285665,3285665
1333216,1353986,1275157,1275157
3789065,3748555,3748555,4018930
1155949,1107526,1275157,1275157
5877611,5836320,5651911,5804425
5185737,5247598,5247598,5247598
14566716,14562216,14693603,14456909
1304711,1353986,1275157,1275157
4405161,4346267,4190327,4018930
574986181,35521837,35521837,35521837
1151712,1107526,1275157,1275157
225284411,35521837,35521837,35521837
2904114,2849081,2705392,2553016
1618287,1643324,1777615,1777615
3062668,3142932,3285665,3285665
1047857,1107526,1275157,1275157
2984422,2849081,2705392,2553016
2155173,2244017,2244017,2553016
3995861,4048154,4190327,4018930
9317300,9468806,9284078,9469533
6488004,6442749,6274420,5804425
77849929,35521837,35521837,35521837
3838576,3748555,3748555,4018930
1145137,1107526,1275157,1275157
1785043,1643324,1777615,1777615
2508636,2555179,2705392,2553016
3878088,3748555,3748555,4018930
2198934,2244017,2244017,2553016
4544328,4649199,4785010,4785010
8470467,8494741,8351101,8056461
3313935,3447774,3285665,3285665
5850750,5836320,5651911,5804425
2784051,2849081,2705392,2553016
2418748,2555179,2705392,2553016
1397345,1353986,1275157,1275157
1813458,1940223,1777615,1777615
21524678,21439264,21282344,21282344
1696914,1643324,1777615,1777615
1193185,1107526,1275157,1275157
1113504,1107526,1275157,1275157
1451285,1353986,1275157,1275157
1270400,1353986,1275157,1275157
1267016,1353986,1275157,1275157
54420189,35521837,35521837,35521837
258157001,35521837,35521837,35521837
1708559,1643324,1777615,1777615
2824295,2849081,2705392,2553016
3329457,3447774,3285665,3285665
1588087,1643324,1777615,1777615
2881324,2849081,2705392,2553016
