2022481,1958457,1845304,1791583
2785649,2845817,2684615,2516650
100900041,33564283,33564283,33564283
1539794,1664815,1845304,1791583
33086000,33100184,33226170,33274472
1617456,1664815,1845304,1791583
3437136,3441992,3285190,3285190
105970780,33564283,33564283,33564283
151940699,33564283,33564283,33564283
1959559,1958457,1845304,1791583
2378926,2246806,2246806,2516650
4750331,4653227,4796581,4499988
322748965,33564283,33564283,33564283
8989599,8841245,8661915,8661915
2089246,1958457,1845304,1791583
4417184,4350276,4211449,4499988
2932255,2845817,2684615,2516650
2243244,2246806,2246806,2516650
4549578,4653227,4796581,4499988
2268801,2246806,2246806,2516650
6662199,6750915,6750915,6750915
2600008,2545958,2684615,2516650
2258001,2246806,2246806,2516650
2115157,2246806,2246806,2516650
3566274,3441992,3285190,3285190
21687961,21764573,21764573,22061249
2809967,2845817,2684615,2516650
8212532,8242691,8242691,7914827
5395820,5251187,5251187,5251187
3658853,3751441,3751441,3751441
3785916,3751441,3751441,3751441
6544245,6442281,6279753,5950379
2695235,2545958,2684615,2516650
4411097,4350276,4211449,4499988
3849120,3751441,3751441,3751441
4708184,4653227,4796581,4499988
2543139,2545958,2684615,2516650
254674110,33564283,33564283,33564283
20613457,20554044,20708448,20708448
2469421,2545958,2684615,2516650
3967454,4054983,4211449,4499988
3396737,3441992,3285190,3285190
162854377,33564283,33564283,33564283
1709158,1664815,1845304,1791583
1705180,1664815,1845304,1791583
4524038,4653227,4796581,4499988
7170146,7044806,7185287,7185287
5127741,5251187,5251187,5251187
7523837,7649285,7766106,7914827
3486718,3441992,3285190,3285190
5331798,5251187,5251187,5251187
3591686,3441992,3285190,3285190
4189737,4054983,4211449,4499988
5248203,5251187,5251187,5251187
2237473,2246806,2246806,2516650
3709369,3751441,3751441,3751441
2309155,2246806,2246806,2516650
450860001,33564283,33564283,33564283
11717507,11853307,11611585,11544025
1604191,1664815,1845304,1791583
4666974,4653227,4796581,4499988
8199890,8242691,8242691,7914827
2426525,2545958,2684615,2516650
4986542,4954846,4796581,4499988
2401976,2545958,2684615,2516650
2234459,2246806,2246806,2516650
4247460,4350276,4211449,4499988
2757037,2845817,2684615,2516650
2008779,1958457,1845304,1791583
1943529,1958457,1845304,1791583
4681566,4653227,4796581,4499988
3820319,3751441,3751441,3751441
2212668,2246806,2246806,2516650
6017962,6145362,6279753,5950379
4989896,4954846,4796581,4499988
6777380,6750915,6750915,6750915
395908087,33564283,33564283,33564283
6803153,6750915,6750915,6750915
1635274,1664815,1845304,1791583
1841192,1958457,1845304,1791583
3945376,4054983,4211449,4499988
2465523,2545958,2684615,2516650
3357440,3441992,3285190,3285190
4565239,4653227,4796581,4499988
4519685,4653227,4796581,4499988
42572560,33564283,33564283,33564283
3178738,3142920,3285190,3285190
5974130,5844975,5697112,5950379
6463343,6442281,6279753,5950379
7136759,7044806,7185287,7185287
5166931,5251187,5251187,5251187
4763161,4653227,4796581,4499988
4593847,4653227,4796581,4499988
3534162,3441992,3285190,3285190
3134531,3142920,3285190,3285190
4624131,4653227,4796581,4499988
2020064,1958457,1845304,1791583
2863909,2845817,2684615,2516650
1961080,1958457,1845304,1791583
6511291,6442281,6279753,5950379
177250948,33564283,33564283,33564283
2692236,2545958,2684615,2516650
1960681,1958457,1845304,1791583
1994431,1958457,1845304,1791583
3323027,3441992,3285190,3285190
2676033,2545958,2684615,2516650
2249037,2246806,2246806,2516650
14181647,14218835,14218835,14218835
18527454,18460116,18334321,18495212
2453132,2545958,2684615,2516650
3104583,3142920,3285190,3285190
4243089,4350276,4211449,4499988
15146548,15152966,15303277,15059424
7408342,7341141,7185287,7185287
7477641,7341141,7185287,7185287
6278174,6145362,6279753,5950379
4081192,4054983,4211449,4499988
24587553,24466505,24319077,24319077
2491073,2545958,2684615,2516650
3396752,3441992,3285190,3285190
2417264,2545958,2684615,2516650
8303985,8242691,8242691,7914827
2253869,2246806,2246806,2516650
5990549,5844975,5697112,5950379
3386939,3441992,3285190,3285190
4456999,4350276,4211449,4499988
2077273,1958457,1845304,1791583
405089353,33564283,33564283,33564283
2122787,2246806,2246806,2516650
2263352,2246806,2246806,2516650
162858114,33564283,33564283,33564283
6781706,6750915,6750915,6750915
5447952,5538982,5697112,5950379
2258483,2246806,2246806,2516650
4623224,4653227,4796581,4499988
3020692,3142920,3285190,3285190
4404212,4350276,4211449,4499988
1624863,1664815,1845304,1791583
5122260,5251187,5251187,5251187
4354306,4350276,4211449,4499988
2682434,2545958,2684615,2516650
3201088,3142920,3285190,3285190
1960453,1958457,1845304,1791583
5813287,5844975,5697112,5950379
2298778,2246806,2246806,2516650
3879286,3751441,3751441,3751441
2542372,2545958,2684615,2516650
1920304,1958457,1845304,1791583
3372795,3441992,3285190,3285190
5344366,5251187,5251187,5251187
1703371,1664815,1845304,1791583
5059755,4954846,4796581,4499988
1961258,1958457,1845304,1791583
6978643,7044806,7185287,7185287
48764609,33564283,33564283,33564283
5166327,5251187,5251187,5251187
2968404,2845817,2684615,2516650
3490952,3441992,3285190,3285190
5438853,5538982,5697112,5950379
2585682,2545958,2684615,2516650
18837476,18774090,18774090,18495212
4820899,4954846,4796581,4499988
2457238,2545958,2684615,2516650
8429135,8537343,8661915,8661915
3655270,3751441,3751441,3751441
